File Name,File ID,View URL,AuthorName,Year,Title,AuthorName_Clean,Year_Clean,Title_Clean
"Klockow - 2019 - Mice, Acorns, and Lyme Disease a Case Study to Te.pdf",1vLtsLUNPkfXggQNCSBnxR07kz5yLcN4e,https://drive.google.com/file/d/1vLtsLUNPkfXggQNCSBnxR07kz5yLcN4e/view,Klockow,2019,"Mice, Acorns, and Lyme Disease a Case Study to Te",klockow,2019,"mice, acorns, and lyme disease a case study to te"
Knight et al. - 2008 - Investigative cases and student outcomes in an upp.pdf,1-5c7RBakWdylcr-Q8LNSGDyKaBjjuiUR,https://drive.google.com/file/d/1-5c7RBakWdylcr-Q8LNSGDyKaBjjuiUR/view,Knight et al.,2008,Investigative cases and student outcomes in an upp,knight et al.,2008,investigative cases and student outcomes in an upp
Kohler et al. - 2010 - Leading students to investigate diffusion as a mod.pdf,1WOAYiavNf3TNLrTt1R7ZUW8A7W6RG-8F,https://drive.google.com/file/d/1WOAYiavNf3TNLrTt1R7ZUW8A7W6RG-8F/view,Kohler et al.,2010,Leading students to investigate diffusion as a mod,kohler et al.,2010,leading students to investigate diffusion as a mod
Kolber et al. - 2014 - Sex-specific differences in Meiosis Real-world ap.pdf,1NiRmEFUEpaf14r--NCFRMeAweiH0f5XU,https://drive.google.com/file/d/1NiRmEFUEpaf14r--NCFRMeAweiH0f5XU/view,Kolber et al.,2014,Sex-specific differences in Meiosis Real-world ap,kolber et al.,2014,sex-specific differences in meiosis real-world ap
Koob et al. - 2021 - DRD4 Allele Frequency as a Lab Exercise in Neuroscience and Genetics Courses.pdf,1KVTuJQ8BZ99oD6gecCn3hSzjwTBZp-dj,https://drive.google.com/file/d/1KVTuJQ8BZ99oD6gecCn3hSzjwTBZp-dj/view,Koob et al.,2021,DRD4 Allele Frequency as a Lab Exercise in Neuroscience and Genetics Courses,koob et al.,2021,drd4 allele frequency as a lab exercise in neuroscience and genetics courses
Krauss - 2012 - A Case of a Warbler Eating Berries.pdf,1MKMq53_4YO8WZRE6mpUib5KIIAjfJf43,https://drive.google.com/file/d/1MKMq53_4YO8WZRE6mpUib5KIIAjfJf43/view,Krauss,2012,A Case of a Warbler Eating Berries,krauss,2012,a case of a warbler eating berries
Kreiser and Hairston - 2007 - Dance of the Chromosomes A Kinetic Learning Approach to Mitosis and Meiosis.pdf,1dZrpY3O0u9lxWh1_s7PhIF1oJMVMEXSr,https://drive.google.com/file/d/1dZrpY3O0u9lxWh1_s7PhIF1oJMVMEXSr/view,Kreiser and Hairston,2007,Dance of the Chromosomes A Kinetic Learning Approach to Mitosis and Meiosis,kreiser and hairston,2007,dance of the chromosomes a kinetic learning approach to mitosis and meiosis
Kruchten - 2020 - A Curricular Bioinformatics Approach to Teaching U.pdf,1BqlNnQ3tHrx943cF5HBpiAyit7II6uCx,https://drive.google.com/file/d/1BqlNnQ3tHrx943cF5HBpiAyit7II6uCx/view,Kruchten,2020,A Curricular Bioinformatics Approach to Teaching U,kruchten,2020,a curricular bioinformatics approach to teaching u
Kukday et al. - 2022 - Metastatic Mastery A Case and Game-Based Approach.pdf,1mi7UZyZy-5nXJWMvfg9HWOOmuC8EDpG_,https://drive.google.com/file/d/1mi7UZyZy-5nXJWMvfg9HWOOmuC8EDpG_/view,Kukday et al.,2022,Metastatic Mastery A Case and Game-Based Approach,kukday et al.,2022,metastatic mastery a case and game-based approach
"Kurt and Liew - 2020 - Modeling Strep Throat Detection, Infection, and Sp.pdf",1kj_T8q9DmyelfOerBMMo0Ef1RrlBpvxP,https://drive.google.com/file/d/1kj_T8q9DmyelfOerBMMo0Ef1RrlBpvxP/view,Kurt and Liew,2020,"Modeling Strep Throat Detection, Infection, and Sp",kurt and liew,2020,"modeling strep throat detection, infection, and sp"
Kuzmenko - 2021 - Plant-Derived Drug Discovery in an Introductory Biology Laboratory Course.pdf,1X01SnrTbaNmbHx2_YAcjUlfODvOeT6hD,https://drive.google.com/file/d/1X01SnrTbaNmbHx2_YAcjUlfODvOeT6hD/view,Kuzmenko,2021,Plant-Derived Drug Discovery in an Introductory Biology Laboratory Course,kuzmenko,2021,plant-derived drug discovery in an introductory biology laboratory course
Kuzmenko et al. - 2022 - At-Home Yogurt Making to Investigate Microbiology .pdf,1qETVmjh1BkZqFmxKPUZoNQkwhtp41X5m,https://drive.google.com/file/d/1qETVmjh1BkZqFmxKPUZoNQkwhtp41X5m/view,Kuzmenko et al.,2022,At-Home Yogurt Making to Investigate Microbiology,kuzmenko et al.,2022,at-home yogurt making to investigate microbiology
Kveven - 2012 - State of Your Own Backyard.pdf,1frb_-ofLC0MFCgiXdN6ps5o6ToFOOsWL,https://drive.google.com/file/d/1frb_-ofLC0MFCgiXdN6ps5o6ToFOOsWL/view,Kveven,2012,State of Your Own Backyard,kveven,2012,state of your own backyard
Laakso et al. - 2017 - An undergraduate bioinformatics curriculum that te.pdf,1fQyUaDFISDHAbcMTKo2VPlvhyLGtYwom,https://drive.google.com/file/d/1fQyUaDFISDHAbcMTKo2VPlvhyLGtYwom/view,Laakso et al.,2017,An undergraduate bioinformatics curriculum that te,laakso et al.,2017,an undergraduate bioinformatics curriculum that te
"Lacey et al. - 2017 - Climate change, collections and the classroom Usi.pdf",1RTu2b8JpZ7lmXa5GM4Tr9eZ2pqZeV6Y3,https://drive.google.com/file/d/1RTu2b8JpZ7lmXa5GM4Tr9eZ2pqZeV6Y3/view,Lacey et al.,2017,"Climate change, collections and the classroom Usi",lacey et al.,2017,"climate change, collections and the classroom usi"
LaFountain and Rickards - 2022 - Meiosis Remodeled Inclusion of New Parts to Poppi.pdf,1O8mLrv2VMMyovQPt_V9xc9bLqYh9ES_J,https://drive.google.com/file/d/1O8mLrv2VMMyovQPt_V9xc9bLqYh9ES_J/view,LaFountain and Rickards,2022,Meiosis Remodeled Inclusion of New Parts to Poppi,lafountain and rickards,2022,meiosis remodeled inclusion of new parts to poppi
Laidlaw and Jensen - 2020 - Life Is Just a Game An Active Learning Activity t.pdf,1hyrJ_0uxqJqlzXk2iZZO6NeMD4O9IOKp,https://drive.google.com/file/d/1hyrJ_0uxqJqlzXk2iZZO6NeMD4O9IOKp/view,Laidlaw and Jensen,2020,Life Is Just a Game An Active Learning Activity t,laidlaw and jensen,2020,life is just a game an active learning activity t
Lanclos et al. - 2022 - A CURE for Physiological Characterization of Bacte.pdf,1HOgi22tfcmUZPgZBjd4fOlgiFEs3yMwz,https://drive.google.com/file/d/1HOgi22tfcmUZPgZBjd4fOlgiFEs3yMwz/view,Lanclos et al.,2022,A CURE for Physiological Characterization of Bacte,lanclos et al.,2022,a cure for physiological characterization of bacte
Langen - 2012 - Drivers of Avian Local Species Richness Continent.pdf,1pFpcT3DJ607z-RgxUJXJ__Dtzl_QPSLl,https://drive.google.com/file/d/1pFpcT3DJ607z-RgxUJXJ__Dtzl_QPSLl/view,Langen,2012,Drivers of Avian Local Species Richness Continent,langen,2012,drivers of avian local species richness continent
"Lanza - 2012 - Demography from physical cemeteries, “virtual ceme.pdf",1XzTxQ2a7JkeVSpXYPNk0ETQExVS-Y4xB,https://drive.google.com/file/d/1XzTxQ2a7JkeVSpXYPNk0ETQExVS-Y4xB/view,Lanza,2012,"Demography from physical cemeteries, “virtual ceme",lanza,2012,"demography from physical cemeteries, “virtual ceme"
Larouche et al - 2018 - Real-life Lernaean Hydras a practical activity about the effects of oxygen concentration on regenerative capabilities of planarians.pdf,1dqVLSm7qboKiuRB6XA0rUnhbdgIgrhhN,https://drive.google.com/file/d/1dqVLSm7qboKiuRB6XA0rUnhbdgIgrhhN/view,Larouche et al,2018,Real-life Lernaean Hydras a practical activity about the effects of oxygen concentration on regenerative capabilities of planarians,larouche et al,2018,real-life lernaean hydras a practical activity about the effects of oxygen concentration on regenerative capabilities of planarians
Larson and Wong - 2019 - Using structured decision making to explore comple.pdf,1V84BEVDSwirkuEVc4rt6xfkGMpghDWdJ,https://drive.google.com/file/d/1V84BEVDSwirkuEVc4rt6xfkGMpghDWdJ/view,Larson and Wong,2019,Using structured decision making to explore comple,larson and wong,2019,using structured decision making to explore comple
Lee et al. - 2017 - Making evolution stick Using sticky notes to teac.pdf,1uUIrq0XSEunKCT3Zy-BGDopafefN_i0c,https://drive.google.com/file/d/1uUIrq0XSEunKCT3Zy-BGDopafefN_i0c/view,Lee et al.,2017,Making evolution stick Using sticky notes to teac,lee et al.,2017,making evolution stick using sticky notes to teac
Lemons - 2012 - Characterizing Mystery Cell Lines  Student-driven.pdf,1sAtjO3WCnNxYen3_UFksb8AyDE0a9d28,https://drive.google.com/file/d/1sAtjO3WCnNxYen3_UFksb8AyDE0a9d28/view,Lemons,2012,Characterizing Mystery Cell Lines  Student-driven,lemons,2012,characterizing mystery cell lines  student-driven
Lemons - 2016 - An Inquiry-Based Approach to Study the Synapse St.pdf,1M1BK3CIGSD-jQOLkXh9ecg6U-XWVtRw_,https://drive.google.com/file/d/1M1BK3CIGSD-jQOLkXh9ecg6U-XWVtRw_/view,Lemons,2016,An Inquiry-Based Approach to Study the Synapse St,lemons,2016,an inquiry-based approach to study the synapse st
Lents et al. - 2010 - Teaching the Process of Molecular Phylogeny and Sy.pdf,1ii3JVFAbHS6gU4s9l7ekeIwrJlDeKmAu,https://drive.google.com/file/d/1ii3JVFAbHS6gU4s9l7ekeIwrJlDeKmAu/view,Lents et al.,2010,Teaching the Process of Molecular Phylogeny and Sy,lents et al.,2010,teaching the process of molecular phylogeny and sy
Lentz et al. - 2017 - Unique Down to Our Microbes—Assessment of an Inqui.pdf,1I9CUH-Ln9_yq_PPvVFgaXMysWiFzFHJF,https://drive.google.com/file/d/1I9CUH-Ln9_yq_PPvVFgaXMysWiFzFHJF/view,Lentz et al.,2017,Unique Down to Our Microbes—Assessment of an Inqui,lentz et al.,2017,unique down to our microbes—assessment of an inqui
Lepczyk - 2009 - Biodiversity Responses across a Gradient of Human Influence.pdf,1_cHKdG1jUAQuHkPXTgI2DYTO252_s8pr,https://drive.google.com/file/d/1_cHKdG1jUAQuHkPXTgI2DYTO252_s8pr/view,Lepczyk,2009,Biodiversity Responses across a Gradient of Human Influence,lepczyk,2009,biodiversity responses across a gradient of human influence
"Lescak and Kelsey - 2021 - Using Current Events to Teach Written, Visual, and.pdf",1_mfsittL0bUl3cIRyFLOO9AE8AKXpzYg,https://drive.google.com/file/d/1_mfsittL0bUl3cIRyFLOO9AE8AKXpzYg/view,Lescak and Kelsey,2021,"Using Current Events to Teach Written, Visual, and",lescak and kelsey,2021,"using current events to teach written, visual, and"
Lewis and Luxford - 2020 - Integrating Manipulatives and Animations to Visual.pdf,1inA4GonvFrLaHt04Xjed5-sGBqNqZeY0,https://drive.google.com/file/d/1inA4GonvFrLaHt04Xjed5-sGBqNqZeY0/view,Lewis and Luxford,2020,Integrating Manipulatives and Animations to Visual,lewis and luxford,2020,integrating manipulatives and animations to visual
Lilly and Forbes-Lorman - 2020 - Doctor in the House Improving Undergraduate Criti.pdf,1zexfMU8XGR9PQ4KETyRUgp6CrNDioxT3,https://drive.google.com/file/d/1zexfMU8XGR9PQ4KETyRUgp6CrNDioxT3/view,Lilly and Forbes-Lorman,2020,Doctor in the House Improving Undergraduate Criti,lilly and forbes-lorman,2020,doctor in the house improving undergraduate criti
Lindemann et al. - 2011 - Using zebrafish to learn statistical analysis and .pdf,1WvWCMUiAB3jCs3pluY8OZcI1rIDtHN92,https://drive.google.com/file/d/1WvWCMUiAB3jCs3pluY8OZcI1rIDtHN92/view,Lindemann et al.,2011,Using zebrafish to learn statistical analysis and,lindemann et al.,2011,using zebrafish to learn statistical analysis and
Linton et al. - 2018 - The Effect of Climate Change on Butterfly Phenolog.pdf,1v8NTQFvRSb13PtomY7RYN-vYtddFFHO6,https://drive.google.com/file/d/1v8NTQFvRSb13PtomY7RYN-vYtddFFHO6/view,Linton et al.,2018,The Effect of Climate Change on Butterfly Phenolog,linton et al.,2018,the effect of climate change on butterfly phenolog
Little - 2018 - Environment-Richness Relationships in Ephemeral an.pdf,1uek41skdmT0SujcFpY1cdvpnef3HUIz4,https://drive.google.com/file/d/1uek41skdmT0SujcFpY1cdvpnef3HUIz4/view,Little,2018,Environment-Richness Relationships in Ephemeral an,little,2018,environment-richness relationships in ephemeral an
Littman and Moore - 2016 - Using Online Content to Study Animal Behavior.pdf,1YQxVtjmA0j3MfqzAJZ_i6QB9id92uTji,https://drive.google.com/file/d/1YQxVtjmA0j3MfqzAJZ_i6QB9id92uTji/view,Littman and Moore,2016,Using Online Content to Study Animal Behavior,littman and moore,2016,using online content to study animal behavior
Liu - 2015 - An Arabidopsis Mutant Screen CURE for a Cell and Molecular Biology Laboratory Course.pdf,1cmXelsitMUo9hL_NQoY6oQzshD2E64mx,https://drive.google.com/file/d/1cmXelsitMUo9hL_NQoY6oQzshD2E64mx/view,Liu,2015,An Arabidopsis Mutant Screen CURE for a Cell and Molecular Biology Laboratory Course,liu,2015,an arabidopsis mutant screen cure for a cell and molecular biology laboratory course
Love Stowell and Martin - 2016 - Cutthroat trout in Colorado A case study connecti.pdf,19iTxisjdGqUqGV1Hvinqv2JiClvqBPn3,https://drive.google.com/file/d/19iTxisjdGqUqGV1Hvinqv2JiClvqBPn3/view,Love Stowell and Martin,2016,Cutthroat trout in Colorado A case study connecti,love stowell and martin,2016,cutthroat trout in colorado a case study connecti
Lyles and Oli - 2020 - Fermentation revival in the classroom investigati.pdf,1HX1yOFldRE__FD__K1PuVYpF58orjc6d,https://drive.google.com/file/d/1HX1yOFldRE__FD__K1PuVYpF58orjc6d/view,Lyles and Oli,2020,Fermentation revival in the classroom investigati,lyles and oli,2020,fermentation revival in the classroom investigati
Lyons - 2022 - Isolation and Functional Analysis of a Pancreatic .pdf,1ZRXZo2BJdiwf7IoCaeKZhAVcb4rDPzwC,https://drive.google.com/file/d/1ZRXZo2BJdiwf7IoCaeKZhAVcb4rDPzwC/view,Lyons,2022,Isolation and Functional Analysis of a Pancreatic,lyons,2022,isolation and functional analysis of a pancreatic
"MacGregor - 2012 - Dont Just Do Something, Sit There Suggestions for Observing in Nature.pdf",1He_PioTHXhWWVGTVq6RRWHZ-GUTJLryJ,https://drive.google.com/file/d/1He_PioTHXhWWVGTVq6RRWHZ-GUTJLryJ/view,MacGregor,2012,"Dont Just Do Something, Sit There Suggestions for Observing in Nature",macgregor,2012,"dont just do something, sit there suggestions for observing in nature"
Mahtani et al. - 2020 - Promoting Interdisciplinary Learning A Cross-Cour.pdf,1W3omnM6fxYHlxw6A1GL194RXDt2H4jS5,https://drive.google.com/file/d/1W3omnM6fxYHlxw6A1GL194RXDt2H4jS5/view,Mahtani et al.,2020,Promoting Interdisciplinary Learning A Cross-Cour,mahtani et al.,2020,promoting interdisciplinary learning a cross-cour
Makarevitch and Goering - 2022 - Learning Quantitative Genetics Investigation of G.pdf,1gKVb_dHv5ktH4SKmaqW6r52Evu2UODQe,https://drive.google.com/file/d/1gKVb_dHv5ktH4SKmaqW6r52Evu2UODQe/view,Makarevitch and Goering,2022,Learning Quantitative Genetics Investigation of G,makarevitch and goering,2022,learning quantitative genetics investigation of g
Makarevitch and Kralich - 2011 - Mapping maize genes A series of research-based la.pdf,1MdnYVchtZL9eTrynlajpaqI0xVleXS_7,https://drive.google.com/file/d/1MdnYVchtZL9eTrynlajpaqI0xVleXS_7/view,Makarevitch and Kralich,2011,Mapping maize genes A series of research-based la,makarevitch and kralich,2011,mapping maize genes a series of research-based la
Makarevitch et al. - 2015 - Authentic Research Experience and “Big Data” Analy.pdf,1gEy356IEZMVAfTGXBlQDEbXtDX7M7QHs,https://drive.google.com/file/d/1gEy356IEZMVAfTGXBlQDEbXtDX7M7QHs/view,Makarevitch et al.,2015,Authentic Research Experience and “Big Data” Analy,makarevitch et al.,2015,authentic research experience and “big data” analy
Makinster - 2009 - A Bird's Eye View of Changing Landscapes Using Google Earth to Explore Changing Landscapes.pdf,1npQIaEoDW9vJ92JhMo5LHFNGbSP4qwfz,https://drive.google.com/file/d/1npQIaEoDW9vJ92JhMo5LHFNGbSP4qwfz/view,Makinster,2009,A Bird's Eye View of Changing Landscapes Using Google Earth to Explore Changing Landscapes,makinster,2009,a bird's eye view of changing landscapes using google earth to explore changing landscapes
Mann et al. - 2017 - Linking Genotype to Phenotype The Effect of a Mut.pdf,1pFB2HKvakPEDXAPI71cs2eZUgd5dlb8x,https://drive.google.com/file/d/1pFB2HKvakPEDXAPI71cs2eZUgd5dlb8x/view,Mann et al.,2017,Linking Genotype to Phenotype The Effect of a Mut,mann et al.,2017,linking genotype to phenotype the effect of a mut
Marcus and Hughes - 2009 - Drosophila Transposon Insertions as Unknowns for S.pdf,1n2WLcUAUXcEBTn-3n1XKkJIG0GbvNjr5,https://drive.google.com/file/d/1n2WLcUAUXcEBTn-3n1XKkJIG0GbvNjr5/view,Marcus and Hughes,2009,Drosophila Transposon Insertions as Unknowns for S,marcus and hughes,2009,drosophila transposon insertions as unknowns for s
"Marintcheva - 2017 - Virtual virus, a semester-long interdisciplinary p.pdf",15ZmX6nrYg87ACiATI2KqwnUV-6Ytr8t5,https://drive.google.com/file/d/15ZmX6nrYg87ACiATI2KqwnUV-6Ytr8t5/view,Marintcheva,2017,"Virtual virus, a semester-long interdisciplinary p",marintcheva,2017,"virtual virus, a semester-long interdisciplinary p"
Marra et al. - 2015 - In Vivo Time-Lapse Imaging in the Zebrafish Latera.pdf,1UBGPqmx0v2rnoA6PfmXWz_3E8AcwnWpu,https://drive.google.com/file/d/1UBGPqmx0v2rnoA6PfmXWz_3E8AcwnWpu/view,Marra et al.,2015,In Vivo Time-Lapse Imaging in the Zebrafish Latera,marra et al.,2015,in vivo time-lapse imaging in the zebrafish latera
Martin - 2021 - Adding CURE to Traditional Labs.pdf,19C5v78mxwQHizgxUbgCNiZNevbmrtRYM,https://drive.google.com/file/d/19C5v78mxwQHizgxUbgCNiZNevbmrtRYM/view,Martin,2021,Adding CURE to Traditional Labs,martin,2021,adding cure to traditional labs
Martin et al. - 2020 - Bringing immersive science to undergraduate labora.pdf,1lbbh4pfBElsIWFhP8Ohha3C6XF0WcJVB,https://drive.google.com/file/d/1lbbh4pfBElsIWFhP8Ohha3C6XF0WcJVB/view,Martin et al.,2020,Bringing immersive science to undergraduate labora,martin et al.,2020,bringing immersive science to undergraduate labora
Martindale - 2018 - Plastic Amniote Phylogeny.pdf,1ACb-J8Ld95u6GD9JQOHLgwTwfQLD3F2E,https://drive.google.com/file/d/1ACb-J8Ld95u6GD9JQOHLgwTwfQLD3F2E/view,Martindale,2018,Plastic Amniote Phylogeny,martindale,2018,plastic amniote phylogeny
Martindale - 2020 - The Great Clade Race Zombie Island Edition.pdf,11pE4bZOoNiipG4n8XDNB9lPXQMau-iod,https://drive.google.com/file/d/11pE4bZOoNiipG4n8XDNB9lPXQMau-iod/view,Martindale,2020,The Great Clade Race Zombie Island Edition,martindale,2020,the great clade race zombie island edition
Martineau et al. - 2013 - A guided inquiry methodology to achieve authentic science in a large undergraduate biology course.pdf,1Mvdh4oI_9VG3Y1UWRCBWnMYW-2Ooy_pD,https://drive.google.com/file/d/1Mvdh4oI_9VG3Y1UWRCBWnMYW-2Ooy_pD/view,Martineau et al.,2013,A guided inquiry methodology to achieve authentic science in a large undergraduate biology course,martineau et al.,2013,a guided inquiry methodology to achieve authentic science in a large undergraduate biology course
Martinez-Vaz and Mickelson - 2020 - In silico Phage Hunting Bioinformatics Exercises .pdf,1OR6KUpaMe440dApXmJgyiQfvWHEvUJn1,https://drive.google.com/file/d/1OR6KUpaMe440dApXmJgyiQfvWHEvUJn1/view,Martinez-Vaz and Mickelson,2020,In silico Phage Hunting Bioinformatics Exercises,martinez-vaz and mickelson,2020,in silico phage hunting bioinformatics exercises
Martinez-Vaz et al. - 2020 - An Alternative Approach to Identification of Unknowns Designing a Protocol to Verify the Identities of Nitrogen Fixing Bacteria.pdf,1JmFYhXidfFrMzQqKQ5ZLQC3NArtFRo8k,https://drive.google.com/file/d/1JmFYhXidfFrMzQqKQ5ZLQC3NArtFRo8k/view,Martinez-Vaz et al.,2020,An Alternative Approach to Identification of Unknowns Designing a Protocol to Verify the Identities of Nitrogen Fixing Bacteria,martinez-vaz et al.,2020,an alternative approach to identification of unknowns designing a protocol to verify the identities of nitrogen fixing bacteria
Marvasi et al. - 2013 - Laboratory activity to effectively teach introduct.pdf,1kq-oNV3T_FDnuEm2aVSAnSCejt9QDc1b,https://drive.google.com/file/d/1kq-oNV3T_FDnuEm2aVSAnSCejt9QDc1b/view,Marvasi et al.,2013,Laboratory activity to effectively teach introduct,marvasi et al.,2013,laboratory activity to effectively teach introduct
Marz - 2022 - Histology CURE Lab in Breast Cancer.pdf,1owHh-dMI3N421bkZvh5_Z7F3CnK14wBk,https://drive.google.com/file/d/1owHh-dMI3N421bkZvh5_Z7F3CnK14wBk/view,Marz,2022,Histology CURE Lab in Breast Cancer,marz,2022,histology cure lab in breast cancer
"McDonald and Gnagy - 2015 - Lights, Camera, Acting Transport! Using role-play .pdf",1lLaOperouCGmX4NpbwmUmtX2XbYRWChH,https://drive.google.com/file/d/1lLaOperouCGmX4NpbwmUmtX2XbYRWChH/view,McDonald and Gnagy,2015,"Lights, Camera, Acting Transport! Using role-play",mcdonald and gnagy,2015,"lights, camera, acting transport! using role-play"
McDonnel and Klenz - 2015 - Teaching Genetic Linkage and Recombination through.pdf,14CgsA33_ddv-kEV1qyXlxF2872VI6pQM,https://drive.google.com/file/d/14CgsA33_ddv-kEV1qyXlxF2872VI6pQM/view,McDonnel and Klenz,2015,Teaching Genetic Linkage and Recombination through,mcdonnel and klenz,2015,teaching genetic linkage and recombination through
McDonough et al. - 2017 - Stressing Escherichia coli to educate students abo.pdf,1GakSeWH716pqu8nxk4wirAPD6Bh2VtYK,https://drive.google.com/file/d/1GakSeWH716pqu8nxk4wirAPD6Bh2VtYK/view,McDonough et al.,2017,Stressing Escherichia coli to educate students abo,mcdonough et al.,2017,stressing escherichia coli to educate students abo
McKee et al. - 2015 - Processes that Regulate Patterns of Species and Ge.pdf,1dk6qkmpHIxk_eh0hir2svWy5btqGCGg4,https://drive.google.com/file/d/1dk6qkmpHIxk_eh0hir2svWy5btqGCGg4/view,McKee et al.,2015,Processes that Regulate Patterns of Species and Ge,mckee et al.,2015,processes that regulate patterns of species and ge
McKellar - 2017 - A Protocol Demonstrating 60 Different Drosophila Behaviors in One Assay.pdf,1Ejg3TzOwnm739hirQs2nAZr0Zffwm7wq,https://drive.google.com/file/d/1Ejg3TzOwnm739hirQs2nAZr0Zffwm7wq/view,McKellar,2017,A Protocol Demonstrating 60 Different Drosophila Behaviors in One Assay,mckellar,2017,a protocol demonstrating 60 different drosophila behaviors in one assay
McMaster - 2006 - What causes asthma Using the primary scientific l.pdf,1AvTqpD0QKSUQJ1n11LuSMtzzEk2v0jxH,https://drive.google.com/file/d/1AvTqpD0QKSUQJ1n11LuSMtzzEk2v0jxH/view,McMaster,2006,What causes asthma Using the primary scientific l,mcmaster,2006,what causes asthma using the primary scientific l
McNeil - 2018 - Data Management using National Ecological Observatory Network’s (NEON) Small Mammal Data with Accompanying Lesson on Mark Recapture Analysis.pdf,1_It4nLpFMBIWhL3mwQ-cNkNbZQU3qn0X,https://drive.google.com/file/d/1_It4nLpFMBIWhL3mwQ-cNkNbZQU3qn0X/view,McNeil,2018,Data Management using National Ecological Observatory Network’s (NEON) Small Mammal Data with Accompanying Lesson on Mark Recapture Analysis,mcneil,2018,data management using national ecological observatory network’s (neon) small mammal data with accompanying lesson on mark recapture analysis
Mead - 2005 - Regulatory Properties of Neurons in the Regenerati.pdf,1cIXDDmfvmH7obBaJuS2b89S1Wakk6LgB,https://drive.google.com/file/d/1cIXDDmfvmH7obBaJuS2b89S1Wakk6LgB/view,Mead,2005,Regulatory Properties of Neurons in the Regenerati,mead,2005,regulatory properties of neurons in the regenerati
Meadows - 2014 - Salt Marshes estimation techniques using basic algebra and geometry.pdf,102Vu9SkpbtSI3EE2jrYzCSwLRc_Tjvtc,https://drive.google.com/file/d/102Vu9SkpbtSI3EE2jrYzCSwLRc_Tjvtc/view,Meadows,2014,Salt Marshes estimation techniques using basic algebra and geometry,meadows,2014,salt marshes estimation techniques using basic algebra and geometry
Mel et al. - 2019 - Learning to Pipet Correctly by Pipetting Incorrect.pdf,1zL9YlEX-qYe6uZOgl-IKsT34xRjQVrNa,https://drive.google.com/file/d/1zL9YlEX-qYe6uZOgl-IKsT34xRjQVrNa/view,Mel et al.,2019,Learning to Pipet Correctly by Pipetting Incorrect,mel et al.,2019,learning to pipet correctly by pipetting incorrect
Melloy - 2015 - Using an international p53 mutation database as a .pdf,1FLmBnL7XsZn3w9egkm0PHN3-DGF5Npfn,https://drive.google.com/file/d/1FLmBnL7XsZn3w9egkm0PHN3-DGF5Npfn/view,Melloy,2015,Using an international p53 mutation database as a,melloy,2015,using an international p53 mutation database as a
Mera and Wiggins - 2021 - Teaching Cancer Biology Through a Lens of Social J.pdf,1of-jX9c-vbvTRiZJHP0Pvl7h6ybMxrFs,https://drive.google.com/file/d/1of-jX9c-vbvTRiZJHP0Pvl7h6ybMxrFs/view,Mera and Wiggins,2021,Teaching Cancer Biology Through a Lens of Social J,mera and wiggins,2021,teaching cancer biology through a lens of social j
Metzger - 2014 - Homologous chromosomes Exploring human sex chromo.pdf,1wQ6bFPCFCcAuTRJ4FsJocJ5FB32c08WD,https://drive.google.com/file/d/1wQ6bFPCFCcAuTRJ4FsJocJ5FB32c08WD/view,Metzger,2014,Homologous chromosomes Exploring human sex chromo,metzger,2014,homologous chromosomes exploring human sex chromo
Meyer et al. - 2020 - A Hybrid Virtual Kinesiology Laboratory Module for.pdf,1Q-lLo989T_FLSv5CMQgFXJyvfRZl-NzL,https://drive.google.com/file/d/1Q-lLo989T_FLSv5CMQgFXJyvfRZl-NzL/view,Meyer et al.,2020,A Hybrid Virtual Kinesiology Laboratory Module for,meyer et al.,2020,a hybrid virtual kinesiology laboratory module for
Middlebrooks and Salewski - 2021 - Self-guided field trips take invertebrate zoology .pdf,1Ts4jL9xD0FmJMXDCtoUK0reyqND0QeiU,https://drive.google.com/file/d/1Ts4jL9xD0FmJMXDCtoUK0reyqND0QeiU/view,Middlebrooks and Salewski,2021,Self-guided field trips take invertebrate zoology,middlebrooks and salewski,2021,self-guided field trips take invertebrate zoology
Miller - 2019 - Plant madness a classroom game using bracketology.pdf,1ISVzkHHHRQcOrRucussNvWaGCTcSy0T-,https://drive.google.com/file/d/1ISVzkHHHRQcOrRucussNvWaGCTcSy0T-/view,Miller,2019,Plant madness a classroom game using bracketology,miller,2019,plant madness a classroom game using bracketology
Miller et al. - 2017 - A Laboratory Activity Demonstrating the Antibacter.pdf,1qb6lOmg4zpEnOqu4sezmFm878_UnTMzf,https://drive.google.com/file/d/1qb6lOmg4zpEnOqu4sezmFm878_UnTMzf/view,Miller et al.,2017,A Laboratory Activity Demonstrating the Antibacter,miller et al.,2017,a laboratory activity demonstrating the antibacter
Mills et al. - 2021 - A Course-Based Undergraduate Research Experience i.pdf,1b7y8y6QWOWpQSwtIK0J6-bLVfuoy8i5_,https://drive.google.com/file/d/1b7y8y6QWOWpQSwtIK0J6-bLVfuoy8i5_/view,Mills et al.,2021,A Course-Based Undergraduate Research Experience i,mills et al.,2021,a course-based undergraduate research experience i
Mitchell - 2020 - Leaf it alone are falling leaves a burden or an e.pdf,1MoIgOO9t0LLH-4U_3t0yFUgVbjL79SKa,https://drive.google.com/file/d/1MoIgOO9t0LLH-4U_3t0yFUgVbjL79SKa/view,Mitchell,2020,Leaf it alone are falling leaves a burden or an e,mitchell,2020,leaf it alone are falling leaves a burden or an e
